	seq_id	image_id	image_path	image_cat	image_subcat	d1	d2	d3	d4	d5
1118	1118	100962	validation/k/kitchen/ADE_val_00000962.jpg	kitchen		A kitchen with dark wood cabinets and a bar with four barstools.	There are three small hanging lights above the bar.	There is a stainless steel french door refrigerator with an icemaker on the front.	The barstools are made of wood and have white cushions.	The letters R and M are on the wall between the windows.
1119	1119	11178	training/l/living_room/ADE_train_00011178.jpg	living_room		A cluttered living room.	A large balcony sliding glass door.	Several outdated lamps.	A large area rug on the floor.	A rocking chair in the left of the picture.
1120	1120	10449	training/k/kitchen/ADE_train_00010449.jpg	kitchen		This is a kitchen that has stained glass pendant lights.	There are two windows visible in this kitchen.	The counters are full of a bunch of stuff that needs to be put away	There is a yellow hard hat on the counter as well.	The cabinets are a warm oak color.
1121	1121	11366	training/l/living_room/ADE_train_00011366.jpg	living_room		this is a living room with a very large coffee table in the middle	there are two light colored sofas on each side of the coffee table	two rattan chairs are on one side of the table and an area rug on the floor	there is a large chest of drawers on one wall with a lighted lamp on it and a wall picture over it	there is a large window in one corner of the room with floor to ceiling curtains
1122	1122	20055	training/w/wine_cellar/barrel_storage/ADE_train_00020055.jpg	wine_cellar	barrel_storage	There are whiskey barrels with wine bottles in between them.	The floor is red tile.	The walls are brick.	The ceiling is white and has beams.	There is a person standing by a barrel.
1123	1123	7369	training/d/dorm_room/ADE_train_00007369.jpg	dorm_room		This appears to be a teen's room.	There are four posters on the walls.	The bed has a blue blanket.	The furniture is all wood.	There is an old computer on the desk.
1124	1124	10704	training/k/kitchen/ADE_train_00010704.jpg	kitchen		This isa  kitchen	it has checked tiles on the floor	It has an irregularly shaped table	It has a white oven	It has white cupboards
1125	1125	11223	training/l/living_room/ADE_train_00011223.jpg	living_room		This is a room where people would it and talk.	There is a white sofa, two green chairs, and a coral chair.	There is a ceiling fan.	The ceiling is fancy.	There are lots of windows on one wall with floral patterned curtains.
1126	1126	2867	training/b/bathroom/ADE_train_00002867.jpg	bathroom		There is a glass fronted shower	There is a white bath	There are cream walls	There are two towels	One of the towels is over the top of the shower door
1127	1127	10442	training/k/kitchen/ADE_train_00010442.jpg	kitchen		There is a white door	There is a tall fridge	There is a polished wooden floor	There are two ceiling lights	there is something blue on the table
1128	1128	4048	training/b/bedroom/ADE_train_00004048.jpg	bedroom		the window drape is purple	the bed is white	the bed room is relatively small	the floor is covered with white tile	the bed is wooden frame with black and white stripe blanket
1129	1129	3309	training/b/bedroom/ADE_train_00003309.jpg	bedroom		a fancy bed is near the middle of the photo.	the bed has a white sheet with small colorful symbols on it.	behind the bed is a light colored wall.	there is a very large window on the right with a field and trees outside.	a ceiling fan is over the bed.
1130	1130	10716	training/k/kitchen/ADE_train_00010716.jpg	kitchen		it is a kitchen.	there is a circular light over a black counter top.	the floor is dark brown and appears to be wooden.	there is a sink on the right side.	windows can be seen straight ahead and on the right side.
1131	1131	890	training/l/living_room/ADE_train_00000890.jpg	living_room		There are two stripy sofas	There is a round table	There is a white surround fireplace	There is an oval morrow	There are two green plants
1132	1132	2642	training/b/bathroom/ADE_train_00002642.jpg	bathroom		It is a bathroom	The shower curtains a spreaded out and it is a white yellow color	3 towel rolls on top of the toilet shelf	a square towel dangling down on top of toilet	a wooden sink next to toilet
1133	1133	2557	training/b/bathroom/ADE_train_00002557.jpg	bathroom		This is a towel rack mounted on the wall	The rack is made of silver metal	There is a row of three towels hanging on the rack	There are 3 bath towels folded and stacked on the shelf above the rack	The wallpaper behind the rack is white with blue spots
1134	1134	764	training/l/living_room/ADE_train_00000764.jpg	living_room		High ceiling, maybe 10 feet high with a fan	The ceiling has a drop edging	The furniture is an ugly orange and green striped stuffed chairs	The couch is a solid green cushioned sofa. The lampshade is a square orange. Again ugly	This very beautiful and spacious room is ruined by the overcrowding of furniture that is very ugly.
1135	1135	7413	training/d/dorm_room/ADE_train_00007413.jpg	dorm_room		Two people in a room by a closet	They are looking at you	A closet to their left and a bed to their right	A purple pillow and a gold pillow on the bed	The woman is wearing a purple skirt
1136	1136	10604	training/k/kitchen/ADE_train_00010604.jpg	kitchen		It is a kitchen made with some wood	there is a mixer and a tap within the sink	the shelf are made with tiles	there are many cub boards attached to the wall to keep the kitchen objects.	totally the kitchen is looking very rich and luxury.
1137	1137	834	training/l/living_room/ADE_train_00000834.jpg	living_room		Very large and bright room. White rug.	light yellow walls but it's mostly ceiling to floor windows. Very open and breezy.	The drapes and the furniture look flowered excpet for the sofa which is a block pattern	the stuffed chair is a mauve pink.	There is a ceiling fan with four lights. and the floor lamps have red shade.
1138	1138	3763	training/b/bedroom/ADE_train_00003763.jpg	bedroom		Very colorful room that appears airy and light	One wall is a light blue, the other wall is a pastel purple	The two child tiny beds are white and pink with pink heart pillows on top	The white door is open and beyond it you can see the rest of the house	The floors are shiny hardwood with a little pale purple rug in the bedroom
1139	1139	1911	training/a/attic/ADE_train_00001911.jpg	attic		This is an unfinished attic	The attic has steep A=framed walls	There is a window on the far end of the room	There side walls have louvered wood panels	There is a wood structure with overhead lights in the center
1140	1140	714	training/l/living_room/ADE_train_00000714.jpg	living_room		This is a sitting room.	One wall is all windows with a large door.	The ceiling is white with wooden beams.	The walls are yellowish with a marbled pattern.	There is a non-working fireplace with a tapestry hanging above it.
1141	1141	10583	training/k/kitchen/ADE_train_00010583.jpg	kitchen		People cook meals here.	The cabinets and appliances are all white.	The walls are beige.	This is small and galley style.	There is a fluorescent light.
1142	1142	9556	training/h/hotel_room/ADE_train_00009556.jpg	hotel_room		Look for the image of a hotel room with furniture and not many accessories	The hotel room would be in colors of Teal and Mauve in regards to the furniture and curtains	Look for a bushel of Lilac flowers in a basket sitting on a brown coffee table	There are three lamps in the picture, two table lamps and one floor lamp in the far background.	There is a flowered valance above the windows that matches the flowered bedspread, main color being mauve.
1143	1143	273	training/b/bedroom/ADE_train_00000273.jpg	bedroom		there is a light wood futon with a colorful patterned mattress	above the futon is brightly lit window with wooden brown blinds at the top	in the top right corner of the entertainment center there is a black decorative lamp	inside of the wooden entertainment center there is a silver box tv	in front of the futon there is a square wooden coffee table with a decorative sail boat figure on it
1144	1144	13906	training/n/nursery/ADE_train_00013906.jpg	nursery		This is a room for a baby.	The walls are yellow and white vertically striped.	The crib is dark.	The dresser is white.	The floor is grey.
1145	1145	10570	training/k/kitchen/ADE_train_00010570.jpg	kitchen		This is a kitchen	There are pale floor tiles	There is a large white refrigerator	There are two windows	There is a black oven
1146	1146	8337	training/g/game_room/ADE_train_00008337.jpg	game_room		this is a game room, perhaps in someones basement	there are four pinball machines in the room and another game	there are open beams on the ceiling	one wall is covered in paneling	and one wall is made of cinder block with a small window
